problem1b
Your initial point x0 is not between bounds lb and ub; FMINCON
shifted x0 to strictly satisfy the bounds.

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  387    2024    9.598222e-01    3.769e-05    4.134e-02    6.484e-04
  388    2027    9.597289e-01    3.769e-05    4.154e-02    7.334e-04
  389    2034    9.596472e-01    3.766e-05    4.176e-02    6.491e-04
  390    2037    9.595544e-01    3.766e-05    4.196e-02    7.313e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  391    2044    9.594728e-01    3.780e-05    4.218e-02    6.497e-04
  392    2048    9.593804e-01    3.779e-05    4.238e-02    7.299e-04
  393    2055    9.592989e-01    3.777e-05    4.260e-02    6.504e-04
  394    2058    9.592069e-01    3.776e-05    4.280e-02    7.278e-04
  395    2065    9.591255e-01    3.774e-05    4.302e-02    6.510e-04
  396    2068    9.590340e-01    3.774e-05    4.322e-02    7.256e-04
  397    2075    9.589527e-01    3.771e-05    4.344e-02    6.516e-04
  398    2078    9.588617e-01    3.771e-05    4.364e-02    7.235e-04
  399    2085    9.587805e-01    3.768e-05    4.386e-02    6.522e-04
  400    2088    9.586900e-01    3.768e-05    4.405e-02    7.213e-04
  401    2095    9.586089e-01    3.765e-05    4.427e-02    6.528e-04
  402    2098    9.585189e-01    3.765e-05    4.447e-02    7.191e-04
  403    2105    9.584379e-01    3.778e-05    4.469e-02    6.533e-04
  404    2109    9.583482e-01    3.778e-05    4.488e-02    7.178e-04
  405    2116    9.582673e-01    3.775e-05    4.511e-02    6.539e-04
  406    2119    9.581782e-01    3.775e-05    4.530e-02    7.157e-04
  407    2126    9.580974e-01    3.772e-05    4.552e-02    6.544e-04
  408    2129    9.580087e-01    3.771e-05    4.571e-02    7.135e-04
  409    2136    9.579280e-01    3.769e-05    4.593e-02    6.550e-04
  410    2139    9.578398e-01    3.768e-05    4.613e-02    7.113e-04
  411    2146    9.577593e-01    3.766e-05    4.635e-02    6.555e-04
  412    2149    9.576715e-01    3.765e-05    4.654e-02    7.091e-04
  413    2156    9.575911e-01    3.763e-05    4.676e-02    6.560e-04
  414    2159    9.575038e-01    3.762e-05    4.695e-02    7.069e-04
  415    2166    9.574235e-01    3.759e-05    4.717e-02    6.564e-04
  416    2169    9.573368e-01    3.758e-05    4.736e-02    7.047e-04
  417    2176    9.572565e-01    3.772e-05    4.758e-02    6.568e-04
  418    2180    9.571701e-01    3.771e-05    4.777e-02    7.034e-04
  419    2187    9.570901e-01    3.769e-05    4.799e-02    6.573e-04
  420    2190    9.570041e-01    3.768e-05    4.818e-02    7.013e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  421    2197    9.569242e-01    3.765e-05    4.840e-02    6.578e-04
  422    2200    9.568387e-01    3.764e-05    4.859e-02    6.991e-04
  423    2207    9.567589e-01    3.762e-05    4.881e-02    6.582e-04
  424    2210    9.566739e-01    3.761e-05    4.900e-02    6.969e-04
  425    2217    9.565942e-01    3.758e-05    4.922e-02    6.586e-04
  426    2220    9.565097e-01    3.757e-05    4.940e-02    6.947e-04
  427    2227    9.564301e-01    3.754e-05    4.963e-02    6.590e-04
  428    2230    9.563461e-01    3.753e-05    4.981e-02    6.925e-04
  429    2237    9.562666e-01    3.767e-05    5.003e-02    6.593e-04
  430    2241    9.561830e-01    3.766e-05    5.022e-02    6.912e-04
  431    2248    9.561037e-01    3.763e-05    5.044e-02    6.598e-04
  432    2252    9.560204e-01    3.762e-05    5.062e-02    6.891e-04
  433    2259    9.559413e-01    3.759e-05    5.084e-02    6.601e-04
  434    2263    9.558585e-01    3.758e-05    5.103e-02    6.869e-04
  435    2270    9.557795e-01    3.756e-05    5.125e-02    6.605e-04
  436    2274    9.556972e-01    3.754e-05    5.143e-02    6.847e-04
  437    2281    9.556183e-01    3.752e-05    5.165e-02    6.608e-04
  438    2285    9.555365e-01    3.751e-05    5.183e-02    6.825e-04
  439    2292    9.554578e-01    3.748e-05    5.205e-02    6.611e-04
  440    2296    9.553764e-01    3.747e-05    5.226e-02    6.803e-04
  441    2303    9.552978e-01    3.744e-05    5.246e-02    6.614e-04
  442    2307    9.552169e-01    3.743e-05    5.270e-02    6.781e-04
  443    2314    9.551385e-01    3.756e-05    5.290e-02    6.617e-04
  444    2318    9.550579e-01    3.755e-05    5.313e-02    6.769e-04
  445    2325    9.549796e-01    3.752e-05    5.333e-02    6.620e-04
  446    2329    9.548995e-01    3.751e-05    5.357e-02    6.748e-04
  447    2336    9.548213e-01    3.748e-05    5.377e-02    6.623e-04
  448    2340    9.547417e-01    3.747e-05    5.400e-02    6.726e-04
  449    2347    9.546637e-01    3.744e-05    5.420e-02    6.626e-04
  450    2351    9.545845e-01    3.743e-05    5.443e-02    6.704e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  451    2358    9.545066e-01    3.740e-05    5.464e-02    6.629e-04
  452    2362    9.544279e-01    3.738e-05    5.487e-02    6.683e-04
  453    2369    9.543502e-01    3.736e-05    5.507e-02    6.631e-04
  454    2373    9.542719e-01    3.734e-05    5.530e-02    6.661e-04
  455    2380    9.541944e-01    3.748e-05    5.550e-02    6.633e-04
  456    2384    9.541164e-01    3.746e-05    5.573e-02    6.650e-04
  457    2391    9.540390e-01    3.743e-05    5.594e-02    6.636e-04
  458    2395    9.539615e-01    3.742e-05    5.617e-02    6.628e-04
  459    2402    9.538843e-01    3.739e-05    5.637e-02    6.638e-04
  460    2406    9.538072e-01    3.737e-05    5.660e-02    6.607e-04
  461    2413    9.537301e-01    3.735e-05    5.680e-02    6.640e-04
  462    2417    9.536535e-01    3.733e-05    5.703e-02    6.585e-04
  463    2424    9.535766e-01    3.730e-05    5.724e-02    6.642e-04
  464    2428    9.535004e-01    3.729e-05    5.746e-02    6.564e-04
  465    2435    9.534237e-01    3.726e-05    5.767e-02    6.644e-04
  466    2439    9.533479e-01    3.724e-05    5.790e-02    6.542e-04
  467    2446    9.532713e-01    3.738e-05    5.810e-02    6.645e-04
  468    2450    9.531959e-01    3.736e-05    5.833e-02    6.531e-04
  469    2457    9.531195e-01    3.733e-05    5.853e-02    6.648e-04
  470    2461    9.530445e-01    3.731e-05    5.876e-02    6.510e-04
  471    2468    9.529682e-01    3.729e-05    5.897e-02    6.649e-04
  472    2472    9.528937e-01    3.727e-05    5.919e-02    6.489e-04
  473    2479    9.528176e-01    3.724e-05    5.940e-02    6.651e-04
  474    2483    9.527435e-01    3.722e-05    5.962e-02    6.468e-04
  475    2490    9.526676e-01    3.719e-05    5.983e-02    6.652e-04
  476    2494    9.525939e-01    3.717e-05    6.005e-02    6.447e-04
  477    2501    9.525181e-01    3.715e-05    6.026e-02    6.654e-04
  478    2505    9.524449e-01    3.713e-05    6.048e-02    6.426e-04
  479    2512    9.523693e-01    3.710e-05    6.069e-02    6.655e-04
  480    2516    9.522965e-01    3.708e-05    6.091e-02    6.405e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  481    2523    9.522210e-01    3.721e-05    6.112e-02    6.655e-04
  482    2527    9.521485e-01    3.719e-05    6.134e-02    6.394e-04
  483    2534    9.520733e-01    3.717e-05    6.155e-02    6.657e-04
  484    2538    9.520012e-01    3.714e-05    6.177e-02    6.374e-04
  485    2545    9.519261e-01    3.712e-05    6.198e-02    6.658e-04
  486    2549    9.518544e-01    3.710e-05    6.220e-02    6.353e-04
  487    2556    9.517795e-01    3.707e-05    6.241e-02    6.659e-04
  488    2560    9.517083e-01    3.705e-05    6.263e-02    6.332e-04
  489    2567    9.516335e-01    3.702e-05    6.284e-02    6.660e-04
  490    2571    9.515627e-01    3.700e-05    6.306e-02    6.311e-04
  491    2578    9.514882e-01    3.697e-05    6.327e-02    6.661e-04
  492    2582    9.514178e-01    3.695e-05    6.349e-02    6.290e-04
  493    2589    9.513434e-01    3.708e-05    6.370e-02    6.661e-04
  494    2593    9.512732e-01    3.706e-05    6.392e-02    6.280e-04
  495    2600    9.511990e-01    3.703e-05    6.413e-02    6.663e-04
  496    2604    9.511293e-01    3.701e-05    6.434e-02    6.260e-04
  497    2611    9.510553e-01    3.698e-05    6.455e-02    6.663e-04
  498    2615    9.509860e-01    3.696e-05    6.477e-02    6.240e-04
  499    2622    9.509122e-01    3.693e-05    6.498e-02    6.664e-04
  500    2626    9.508433e-01    3.691e-05    6.520e-02    6.219e-04
  501    2633    9.507696e-01    3.688e-05    6.541e-02    6.664e-04
  502    2637    9.507011e-01    3.686e-05    6.563e-02    6.199e-04
  503    2644    9.506276e-01    3.683e-05    6.584e-02    6.665e-04
  504    2648    9.505596e-01    3.680e-05    6.605e-02    6.178e-04
  505    2655    9.504862e-01    3.694e-05    6.626e-02    6.664e-04
  506    2659    9.504185e-01    3.691e-05    6.648e-02    6.169e-04
  507    2666    9.503453e-01    3.688e-05    6.669e-02    6.665e-04
  508    2670    9.502779e-01    3.686e-05    6.690e-02    6.149e-04
  509    2677    9.502050e-01    3.683e-05    6.712e-02    6.666e-04
  510    2681    9.501380e-01    3.681e-05    6.733e-02    6.129e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  511    2688    9.500653e-01    3.678e-05    6.754e-02    6.666e-04
  512    2692    9.499987e-01    3.675e-05    6.776e-02    6.109e-04
  513    2699    9.499261e-01    3.673e-05    6.797e-02    6.666e-04
  514    2703    9.498599e-01    3.670e-05    6.818e-02    6.088e-04
  515    2710    9.497875e-01    3.667e-05    6.839e-02    6.666e-04
  516    2714    9.497217e-01    3.665e-05    6.860e-02    6.068e-04
  517    2721    9.496495e-01    3.678e-05    6.882e-02    6.665e-04
  518    2725    9.495840e-01    3.675e-05    6.903e-02    6.059e-04
  519    2732    9.495119e-01    3.673e-05    6.924e-02    6.666e-04
  520    2736    9.494468e-01    3.670e-05    6.945e-02    6.040e-04
  521    2743    9.493750e-01    3.667e-05    6.967e-02    6.666e-04
  522    2747    9.493102e-01    3.664e-05    6.988e-02    6.020e-04
  523    2754    9.492386e-01    3.662e-05    7.009e-02    6.666e-04
  524    2758    9.491742e-01    3.659e-05    7.030e-02    6.000e-04
  525    2765    9.491028e-01    3.656e-05    7.051e-02    6.665e-04
  526    2769    9.490388e-01    3.653e-05    7.072e-02    5.980e-04
  527    2776    9.489675e-01    3.651e-05    7.094e-02    6.665e-04
  528    2780    9.489039e-01    3.648e-05    7.115e-02    5.961e-04
  529    2787    9.488329e-01    3.645e-05    7.136e-02    6.665e-04
  530    2791    9.487696e-01    3.642e-05    7.157e-02    5.941e-04
  531    2798    9.486987e-01    3.655e-05    7.178e-02    6.664e-04
  532    2802    9.486358e-01    3.653e-05    7.199e-02    5.933e-04
  533    2809    9.485651e-01    3.650e-05    7.220e-02    6.664e-04
  534    2813    9.485025e-01    3.647e-05    7.241e-02    5.914e-04
  535    2820    9.484320e-01    3.644e-05    7.263e-02    6.663e-04
  536    2824    9.483698e-01    3.641e-05    7.283e-02    5.894e-04
  537    2831    9.482995e-01    3.638e-05    7.305e-02    6.663e-04
  538    2834    9.481758e-01    3.639e-05    7.346e-02    1.175e-03
  539    2842    9.481058e-01    3.636e-05    7.367e-02    6.663e-04
  540    2845    9.479832e-01    3.636e-05    7.408e-02    1.169e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  541    2853    9.479134e-01    3.649e-05    7.430e-02    6.662e-04
  542    2856    9.477917e-01    3.649e-05    7.471e-02    1.166e-03
  543    2864    9.477222e-01    3.646e-05    7.492e-02    6.663e-04
  544    2867    9.476016e-01    3.645e-05    7.533e-02    1.161e-03
  545    2875    9.475324e-01    3.642e-05    7.555e-02    6.662e-04
  546    2878    9.474128e-01    3.642e-05    7.595e-02    1.155e-03
  547    2886    9.473439e-01    3.639e-05    7.617e-02    6.662e-04
  548    2889    9.472253e-01    3.638e-05    7.657e-02    1.150e-03
  549    2897    9.471567e-01    3.652e-05    7.679e-02    6.660e-04
  550    2900    9.470389e-01    3.651e-05    7.719e-02    1.146e-03
  551    2908    9.469706e-01    3.648e-05    7.741e-02    6.660e-04
  552    2911    9.468539e-01    3.647e-05    7.781e-02    1.141e-03
  553    2919    9.467858e-01    3.644e-05    7.802e-02    6.659e-04
  554    2922    9.466702e-01    3.643e-05    7.842e-02    1.136e-03
  555    2930    9.466024e-01    3.640e-05    7.864e-02    6.658e-04
  556    2933    9.464877e-01    3.639e-05    7.904e-02    1.130e-03
  557    2941    9.464202e-01    3.652e-05    7.925e-02    6.657e-04
  558    2944    9.463064e-01    3.651e-05    7.965e-02    1.127e-03
  559    2952    9.462391e-01    3.648e-05    7.987e-02    6.656e-04
  560    2955    9.461263e-01    3.647e-05    8.026e-02    1.122e-03
  561    2963    9.460594e-01    3.644e-05    8.048e-02    6.655e-04
  562    2966    9.459475e-01    3.642e-05    8.087e-02    1.117e-03
  563    2974    9.458808e-01    3.655e-05    8.109e-02    6.653e-04
  564    2977    9.457697e-01    3.654e-05    8.148e-02    1.114e-03
  565    2985    9.457034e-01    3.651e-05    8.170e-02    6.652e-04
  566    2988    9.455933e-01    3.649e-05    8.209e-02    1.108e-03
  567    2996    9.455272e-01    3.646e-05    8.231e-02    6.650e-04
  568    2999    9.454181e-01    3.644e-05    8.270e-02    1.103e-03
  569    3007    9.453523e-01    3.641e-05    8.291e-02    6.648e-04
  570    3010    9.452441e-01    3.639e-05    8.330e-02    1.098e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  571    3018    9.451786e-01    3.652e-05    8.352e-02    6.646e-04
  572    3021    9.450712e-01    3.650e-05    8.391e-02    1.095e-03
  573    3029    9.450059e-01    3.647e-05    8.412e-02    6.645e-04
  574    3032    9.448995e-01    3.645e-05    8.451e-02    1.090e-03
  575    3040    9.448345e-01    3.642e-05    8.473e-02    6.643e-04
  576    3043    9.447290e-01    3.640e-05    8.511e-02    1.085e-03
  577    3051    9.446644e-01    3.637e-05    8.533e-02    6.640e-04
  578    3054    9.445598e-01    3.634e-05    8.571e-02    1.079e-03
  579    3062    9.444954e-01    3.647e-05    8.593e-02    6.638e-04
  580    3065    9.443915e-01    3.645e-05    8.631e-02    1.077e-03
  581    3073    9.443275e-01    3.642e-05    8.653e-02    6.636e-04
  582    3076    9.442245e-01    3.639e-05    8.690e-02    1.072e-03
  583    3084    9.441607e-01    3.636e-05    8.712e-02    6.634e-04
  584    3087    9.440587e-01    3.634e-05    8.750e-02    1.066e-03
  585    3095    9.439952e-01    3.630e-05    8.772e-02    6.631e-04
  586    3098    9.438941e-01    3.628e-05    8.809e-02    1.061e-03
  587    3106    9.438308e-01    3.641e-05    8.831e-02    6.628e-04
  588    3109    9.437304e-01    3.638e-05    8.869e-02    1.059e-03
  589    3117    9.436675e-01    3.635e-05    8.891e-02    6.626e-04
  590    3120    9.435679e-01    3.632e-05    8.928e-02    1.054e-03
  591    3128    9.435053e-01    3.629e-05    8.950e-02    6.623e-04
  592    3131    9.434066e-01    3.626e-05    8.987e-02    1.049e-03
  593    3139    9.433443e-01    3.622e-05    9.009e-02    6.620e-04
  594    3142    9.432465e-01    3.619e-05    9.046e-02    1.044e-03
  595    3150    9.431844e-01    3.632e-05    9.068e-02    6.617e-04
  596    3153    9.430873e-01    3.629e-05    9.105e-02    1.041e-03
  597    3161    9.430255e-01    3.626e-05    9.127e-02    6.615e-04
  598    3164    9.429293e-01    3.623e-05    9.163e-02    1.036e-03
  599    3172    9.428678e-01    3.619e-05    9.185e-02    6.612e-04
  600    3175    9.427724e-01    3.616e-05    9.222e-02    1.031e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  601    3183    9.427112e-01    3.613e-05    9.244e-02    6.609e-04
  602    3186    9.426167e-01    3.609e-05    9.280e-02    1.027e-03
  603    3194    9.425557e-01    3.622e-05    9.302e-02    6.605e-04
  604    3197    9.424618e-01    3.619e-05    9.338e-02    1.024e-03
  605    3205    9.424012e-01    3.615e-05    9.361e-02    6.602e-04
  606    3208    9.423081e-01    3.612e-05    9.397e-02    1.019e-03
  607    3216    9.422478e-01    3.608e-05    9.419e-02    6.599e-04
  608    3219    9.421556e-01    3.605e-05    9.455e-02    1.014e-03
  609    3227    9.420955e-01    3.618e-05    9.477e-02    6.595e-04
  610    3230    9.420039e-01    3.614e-05    9.513e-02    1.012e-03
  611    3238    9.419442e-01    3.611e-05    9.535e-02    6.592e-04
  612    3241    9.418534e-01    3.607e-05    9.570e-02    1.007e-03
  613    3249    9.417939e-01    3.603e-05    9.592e-02    6.589e-04
  614    3252    9.417039e-01    3.599e-05    9.628e-02    1.002e-03
  615    3260    9.416448e-01    3.596e-05    9.650e-02    6.585e-04
  616    3263    9.415556e-01    3.592e-05    9.685e-02    9.975e-04
  617    3271    9.414967e-01    3.605e-05    9.708e-02    6.581e-04
  618    3274    9.414081e-01    3.601e-05    9.743e-02    9.951e-04
  619    3282    9.413495e-01    3.597e-05    9.765e-02    6.578e-04
  620    3285    9.412617e-01    3.593e-05    9.800e-02    9.904e-04
  621    3293    9.412034e-01    3.590e-05    9.822e-02    6.575e-04
  622    3296    9.411165e-01    3.586e-05    9.857e-02    9.857e-04
  623    3304    9.410584e-01    3.582e-05    9.879e-02    6.571e-04
  624    3307    9.409722e-01    3.578e-05    9.914e-02    9.811e-04
  625    3315    9.409144e-01    3.591e-05    9.936e-02    6.566e-04
  626    3318    9.408288e-01    3.586e-05    9.971e-02    9.786e-04
  627    3326    9.407714e-01    3.583e-05    9.993e-02    6.563e-04
  628    3329    9.406866e-01    3.578e-05    1.003e-01    9.740e-04
  629    3337    9.406294e-01    3.575e-05    1.005e-01    6.559e-04
  630    3340    9.405453e-01    3.570e-05    1.008e-01    9.694e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  631    3348    9.404884e-01    3.567e-05    1.011e-01    6.555e-04
  632    3351    9.404051e-01    3.562e-05    1.014e-01    9.648e-04
  633    3359    9.403484e-01    3.575e-05    1.016e-01    6.551e-04
  634    3362    9.402657e-01    3.570e-05    1.020e-01    9.624e-04
  635    3370    9.402094e-01    3.567e-05    1.022e-01    6.548e-04
  636    3373    9.401274e-01    3.562e-05    1.025e-01    9.579e-04
  637    3381    9.400713e-01    3.559e-05    1.028e-01    6.544e-04
  638    3384    9.399901e-01    3.554e-05    1.031e-01    9.534e-04
  639    3392    9.399343e-01    3.550e-05    1.033e-01    6.539e-04
  640    3395    9.398538e-01    3.545e-05    1.037e-01    9.489e-04
  641    3403    9.397983e-01    3.558e-05    1.039e-01    6.535e-04
  642    3406    9.397183e-01    3.553e-05    1.042e-01    9.466e-04
  643    3414    9.396631e-01    3.550e-05    1.044e-01    6.531e-04
  644    3417    9.395839e-01    3.545e-05    1.048e-01    9.421e-04
  645    3425    9.395289e-01    3.541e-05    1.050e-01    6.527e-04
  646    3428    9.394504e-01    3.536e-05    1.053e-01    9.376e-04
  647    3436    9.393958e-01    3.533e-05    1.056e-01    6.523e-04
  648    3439    9.393180e-01    3.528e-05    1.059e-01    9.332e-04
  649    3447    9.392636e-01    3.540e-05    1.061e-01    6.518e-04
  650    3450    9.391863e-01    3.535e-05    1.064e-01    9.309e-04
  651    3458    9.391322e-01    3.532e-05    1.067e-01    6.514e-04
  652    3461    9.390557e-01    3.526e-05    1.070e-01    9.265e-04
  653    3469    9.390018e-01    3.523e-05    1.072e-01    6.510e-04
  654    3472    9.389260e-01    3.517e-05    1.075e-01    9.221e-04
  655    3480    9.388724e-01    3.514e-05    1.078e-01    6.505e-04
  656    3483    9.387973e-01    3.508e-05    1.081e-01    9.177e-04
  657    3491    9.387440e-01    3.521e-05    1.083e-01    6.501e-04
  658    3494    9.386693e-01    3.516e-05    1.086e-01    9.154e-04
  659    3502    9.386163e-01    3.512e-05    1.089e-01    6.497e-04
  660    3505    9.385424e-01    3.507e-05    1.092e-01    9.111e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  661    3513    9.384896e-01    3.503e-05    1.094e-01    6.492e-04
  662    3516    9.384164e-01    3.497e-05    1.097e-01    9.068e-04
  663    3524    9.383639e-01    3.494e-05    1.100e-01    6.488e-04
  664    3527    9.382913e-01    3.488e-05    1.103e-01    9.024e-04
  665    3535    9.382391e-01    3.501e-05    1.105e-01    6.483e-04
  666    3538    9.381670e-01    3.495e-05    1.108e-01    9.002e-04
  667    3546    9.381151e-01    3.492e-05    1.110e-01    6.479e-04
  668    3549    9.380437e-01    3.486e-05    1.114e-01    8.959e-04
  669    3557    9.379920e-01    3.482e-05    1.116e-01    6.474e-04
  670    3560    9.379213e-01    3.476e-05    1.119e-01    8.916e-04
  671    3568    9.378699e-01    3.473e-05    1.121e-01    6.469e-04
  672    3571    9.377998e-01    3.467e-05    1.125e-01    8.874e-04
  673    3579    9.377486e-01    3.480e-05    1.127e-01    6.464e-04
  674    3582    9.376791e-01    3.474e-05    1.130e-01    8.851e-04
  675    3590    9.376282e-01    3.470e-05    1.132e-01    6.460e-04
  676    3593    9.375592e-01    3.464e-05    1.135e-01    8.809e-04
  677    3601    9.375086e-01    3.460e-05    1.138e-01    6.455e-04
  678    3604    9.374403e-01    3.454e-05    1.141e-01    8.767e-04
  679    3612    9.373900e-01    3.467e-05    1.143e-01    6.450e-04
  680    3615    9.373222e-01    3.461e-05    1.146e-01    8.745e-04
  681    3623    9.372721e-01    3.457e-05    1.148e-01    6.446e-04
  682    3626    9.372049e-01    3.451e-05    1.151e-01    8.703e-04
  683    3634    9.371551e-01    3.447e-05    1.154e-01    6.441e-04
  684    3637    9.370885e-01    3.441e-05    1.157e-01    8.661e-04
  685    3645    9.370390e-01    3.438e-05    1.159e-01    6.436e-04
  686    3648    9.369731e-01    3.431e-05    1.162e-01    8.619e-04
  687    3656    9.369238e-01    3.444e-05    1.164e-01    6.431e-04
  688    3659    9.368583e-01    3.437e-05    1.167e-01    8.597e-04
  689    3667    9.368093e-01    3.434e-05    1.170e-01    6.427e-04
  690    3670    9.367444e-01    3.427e-05    1.173e-01    8.556e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  691    3678    9.366957e-01    3.424e-05    1.175e-01    6.422e-04
  692    3681    9.366314e-01    3.417e-05    1.178e-01    8.515e-04
  693    3689    9.365829e-01    3.414e-05    1.180e-01    6.417e-04
  694    3692    9.365193e-01    3.407e-05    1.183e-01    8.474e-04
  695    3700    9.364710e-01    3.420e-05    1.185e-01    6.411e-04
  696    3703    9.364079e-01    3.413e-05    1.188e-01    8.452e-04
  697    3711    9.363599e-01    3.409e-05    1.191e-01    6.407e-04
  698    3714    9.362973e-01    3.403e-05    1.194e-01    8.411e-04
  699    3722    9.362496e-01    3.399e-05    1.196e-01    6.402e-04
  700    3725    9.361876e-01    3.393e-05    1.199e-01    8.370e-04
  701    3733    9.361401e-01    3.389e-05    1.201e-01    6.397e-04
  702    3736    9.360787e-01    3.383e-05    1.204e-01    8.329e-04
  703    3744    9.360315e-01    3.395e-05    1.206e-01    6.392e-04
  704    3747    9.359705e-01    3.388e-05    1.209e-01    8.308e-04
  705    3755    9.359236e-01    3.384e-05    1.212e-01    6.387e-04
  706    3758    9.358632e-01    3.378e-05    1.215e-01    8.267e-04
  707    3766    9.358165e-01    3.374e-05    1.217e-01    6.382e-04
  708    3769    9.357567e-01    3.367e-05    1.220e-01    8.227e-04
  709    3777    9.357103e-01    3.364e-05    1.222e-01    6.377e-04
  710    3780    9.356510e-01    3.357e-05    1.225e-01    8.187e-04
  711    3788    9.356048e-01    3.369e-05    1.227e-01    6.371e-04
  712    3791    9.355460e-01    3.362e-05    1.230e-01    8.165e-04
  713    3799    9.355001e-01    3.358e-05    1.232e-01    6.367e-04
  714    3802    9.354418e-01    3.351e-05    1.235e-01    8.125e-04
  715    3810    9.353962e-01    3.348e-05    1.238e-01    6.362e-04
  716    3813    9.353385e-01    3.341e-05    1.240e-01    8.086e-04
  717    3821    9.352930e-01    3.337e-05    1.243e-01    6.356e-04
  718    3824    9.352359e-01    3.330e-05    1.246e-01    8.046e-04
  719    3832    9.351907e-01    3.342e-05    1.248e-01    6.351e-04
  720    3835    9.351340e-01    3.335e-05    1.251e-01    8.025e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  721    3843    9.350891e-01    3.332e-05    1.253e-01    6.346e-04
  722    3846    9.350329e-01    3.325e-05    1.256e-01    7.986e-04
  723    3854    9.349882e-01    3.321e-05    1.258e-01    6.341e-04
  724    3857    9.349326e-01    3.314e-05    1.261e-01    7.947e-04
  725    3865    9.348881e-01    3.310e-05    1.263e-01    6.336e-04
  726    3868    9.348330e-01    3.303e-05    1.266e-01    7.908e-04
  727    3876    9.347888e-01    3.315e-05    1.268e-01    6.330e-04
  728    3879    9.347341e-01    3.308e-05    1.271e-01    7.886e-04
  729    3887    9.346902e-01    3.304e-05    1.273e-01    6.325e-04
  730    3890    9.346360e-01    3.297e-05    1.276e-01    7.848e-04
  731    3898    9.345923e-01    3.294e-05    1.278e-01    6.320e-04
  732    3901    9.345387e-01    3.286e-05    1.281e-01    7.809e-04
  733    3909    9.344953e-01    3.283e-05    1.283e-01    6.315e-04
  734    3912    9.344421e-01    3.276e-05    1.286e-01    7.771e-04
  735    3920    9.343989e-01    3.287e-05    1.288e-01    6.309e-04
  736    3923    9.343462e-01    3.280e-05    1.291e-01    7.751e-04
  737    3931    9.343032e-01    3.276e-05    1.293e-01    6.304e-04
  738    3934    9.342510e-01    3.269e-05    1.296e-01    7.712e-04
  739    3942    9.342083e-01    3.265e-05    1.299e-01    6.299e-04
  740    3945    9.341566e-01    3.258e-05    1.301e-01    7.674e-04
  741    3953    9.341141e-01    3.254e-05    1.304e-01    6.294e-04
  742    3956    9.340629e-01    3.247e-05    1.306e-01    7.635e-04
  743    3964    9.340206e-01    3.258e-05    1.308e-01    6.288e-04
  744    3967    9.339698e-01    3.251e-05    1.311e-01    7.613e-04
  745    3975    9.339278e-01    3.247e-05    1.313e-01    6.283e-04
  746    3978    9.338775e-01    3.240e-05    1.316e-01    7.575e-04
  747    3986    9.338357e-01    3.236e-05    1.318e-01    6.278e-04
  748    3989    9.337859e-01    3.229e-05    1.321e-01    7.537e-04
  749    3997    9.337444e-01    3.225e-05    1.323e-01    6.273e-04
  750    4000    9.336951e-01    3.218e-05    1.326e-01    7.499e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  751    4008    9.336537e-01    3.229e-05    1.328e-01    6.267e-04
  752    4011    9.336048e-01    3.221e-05    1.331e-01    7.477e-04
  753    4019    9.335637e-01    3.218e-05    1.333e-01    6.262e-04
  754    4022    9.335153e-01    3.210e-05    1.336e-01    7.439e-04
  755    4030    9.334745e-01    3.207e-05    1.338e-01    6.256e-04
  756    4033    9.334265e-01    3.199e-05    1.341e-01    7.401e-04
  757    4041    9.333859e-01    3.196e-05    1.343e-01    6.251e-04
  758    4044    9.333384e-01    3.188e-05    1.346e-01    7.364e-04
  759    4052    9.332980e-01    3.199e-05    1.348e-01    6.245e-04
  760    4055    9.332509e-01    3.191e-05    1.351e-01    7.342e-04
  761    4063    9.332108e-01    3.188e-05    1.353e-01    6.240e-04
  762    4066    9.331641e-01    3.180e-05    1.356e-01    7.304e-04
  763    4074    9.331242e-01    3.177e-05    1.358e-01    6.235e-04
  764    4077    9.330780e-01    3.169e-05    1.360e-01    7.267e-04
  765    4085    9.330384e-01    3.166e-05    1.363e-01    6.229e-04
  766    4088    9.329927e-01    3.158e-05    1.365e-01    7.230e-04
  767    4096    9.329532e-01    3.169e-05    1.368e-01    6.224e-04
  768    4099    9.329078e-01    3.161e-05    1.370e-01    7.208e-04
  769    4107    9.328686e-01    3.157e-05    1.372e-01    6.219e-04
